Ticker,FetchedAt,PriceboardTime,FloorCode,BasicPrice,FloorPrice,CeilingPrice,HighestPrice,LowestPrice,AccumulatedValue,AccumulatedVolume,MatchPrice,MatchVolume,CurrentPrice,CurrentVolume,ForeignBuyVolume,ForeignSellVolume,ForeignNetVolume,ForeignTotalRoom,ForeignCurrentRoom,BestBid1,BestAsk1,BidVolume1,AskVolume1,BestBid2,BestAsk2,BidVolume2,AskVolume2,BestBid3,BestAsk3,BidVolume3,AskVolume3,BestBid4,BestAsk4,BidVolume4,AskVolume4,BestBid5,BestAsk5,BidVolume5,AskVolume5,BestBid6,BestAsk6,BidVolume6,AskVolume6,BestBid7,BestAsk7,BidVolume7,AskVolume7,BestBid8,BestAsk8,BidVolume8,AskVolume8,BestBid9,BestAsk9,BidVolume9,AskVolume9,BestBid10,BestAsk10,BidVolume10,AskVolume10
MSN,2026-07-13T00:32:33.315221+07:00,14:46:17,10,68.9,64.1,73.7,69.1,68.1,185165.4,270110.0,68.8,30.0,0.0,0.0,74529.4,74065.2,464.1999999999971,153495108.1,116517141.4,68.7,68.8,20.0,2540.0,68.6,68.9,30.0,3330.0,68.5,69.0,30.0,5770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,2026-07-19T11:59:11.345862+07:00,14:46:14,10,68.0,63.3,72.7,68.2,67.4,186643.06,275240.0,68.0,440.0,0.0,0.0,87560.0,72761.0,14799.0,153495108.1,116769360.6,67.9,68.0,1030.0,480.0,67.8,68.1,5920.0,510.0,67.7,68.2,3970.0,1260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,2026-07-19T12:01:50.221035+07:00,14:46:14,10,68.0,63.3,72.7,68.2,67.4,186643.06,275240.0,68.0,440.0,0.0,0.0,87560.0,72761.0,14799.0,153495108.1,116769360.6,67.9,68.0,1030.0,480.0,67.8,68.1,5920.0,510.0,67.7,68.2,3970.0,1260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,2026-08-01T00:56:34.521495+07:00,14:46:14,10,67.9,63.2,72.6,67.9,66.1,249667.62,373680.0,66.1,50.0,0.0,0.0,59252.0,73516.0,-14264.0,153495108.1,116427961.6,66.1,66.2,3400.0,1760.0,66.0,66.3,6950.0,700.0,65.9,66.4,2410.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,2026-08-03T15:05:36.921306+07:00,14:46:15,10,66.1,61.5,70.7,68.3,66.4,294540.65,434830.0,68.2,20.0,0.0,0.0,145970.0,18484.0,127486.0,153495108.1,116337953.6,68.1,68.2,8190.0,27560.0,68.0,68.3,660.0,8990.0,67.9,68.4,660.0,8790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,2026-08-03T18:45:18.196082+07:00,14:46:15,10,66.1,61.5,70.7,68.3,66.4,294540.65,434830.0,68.2,20.0,0.0,0.0,145970.0,18484.0,127486.0,153495108.1,116337953.6,68.1,68.2,8190.0,27560.0,68.0,68.3,660.0,8990.0,67.9,68.4,660.0,8790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,2026-08-04T14:27:49.816180+07:00,14:27:49,10,68.2,63.5,72.9,68.6,67.7,173813.96,254870.0,68.4,10.0,0.0,0.0,75715.0,21390.0,54325.0,153495108.1,116286122.6,68.4,68.5,1610.0,17720.0,68.3,68.6,1230.0,6510.0,68.2,68.7,1810.0,1110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,2026-08-04T17:52:00.181394+07:00,14:46:15,10,68.2,63.5,72.9,68.6,67.7,212613.31,311560.0,68.4,200.0,0.0,0.0,123475.0,37850.0,85625.0,153495108.1,116242092.6,68.3,68.4,2470.0,2330.0,68.2,68.5,3310.0,4860.0,68.1,68.6,3260.0,7560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,2026-08-05T14:28:19.384381+07:00,14:28:16,10,68.4,63.7,73.1,69.4,67.0,259583.57,381690.0,67.3,10.0,0.0,0.0,26000.0,83050.0,-57050.0,153495108.1,116267926.6,67.3,67.4,2950.0,1770.0,67.2,67.5,3930.0,1720.0,67.1,67.6,3870.0,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,2026-08-05T17:48:06.944659+07:00,14:46:15,10,68.4,63.7,73.1,69.4,67.0,284254.58,418390.0,67.2,100.0,0.0,0.0,29290.0,87860.0,-58570.0,153495108.1,116264936.6,67.2,67.3,1920.0,470.0,67.1,67.4,5390.0,2050.0,67.0,67.5,19990.0,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
